names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Matadero,12/09/2022 ,60.0,Drama,"An American filmmaker arrives in the Argentinian pampa to film Matadero: a founding narrative of class struggle where a group of laborers slaughter their bosses like cattle. It is 1974, the violent persecution of the left has just begun in Argentina, and the young actors in the film are on the verge of taking a leap into full time clandestine militancy.","Malena Villa, , Julio Perillán, , Ailín Salas, , Rafael Federman, , Lina Gorbaneva, , David Schetman, , Ernestina Gatti, , Lucas Damario, , Eva Bianco, ",Matadero, Released," Spanish, Castilian",73800000.0,346352260.6,ES
Air,04/05/2023 ,79.0,Drama,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,"Matt Damon, Sonny Vaccaro, Ben Affleck, Phil Knight, Jason Bateman, Rob Strasser, Marlon Wayans, George Raveling, Chris Messina, David Falk, Chris Tucker, Howard White, Viola Davis, Deloris Jordan, Julius Tennon, James Jordan, Damian Young, Michael Jordan",Air, Released, English,28519270.6,5000000.0,AU
Disenchanted,11/18/2022 ,70.0,"Comedy, Family, Fantasy","Disillusioned with life in the city, feeling out of place in suburbia, and frustrated that her happily ever after hasn’t been so easy to find, Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy, she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.","Amy Adams, Giselle, Patrick Dempsey, Robert Philip, Maya Rudolph, Malvina, Gabriella Baldacchino, Morgan, James Marsden, Prince Edward, Idina Menzel, Nancy Tremaine, Yvette Nicole Brown, Rosaleen, Jayma Mays, Ruby, Kolton Stewart, Tyson",Disenchanted, Released, English,142600000.0,524597714.8,AU
Luck,08/05/2022 ,79.0,"Animation, Adventure, Comedy, Fantasy","Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.","Eva Noblezada, Sam Greenfield (voice), Simon Pegg, Bob (voice), Jane Fonda, Dragon (voice), Whoopi Goldberg, Captain (voice), Flula Borg, Jeff the Unicorn (voice), Lil Rel Howery, Marvin (voice), Colin O'Donoghue, Jerry (voice), John Ratzenberger, Rootie (voice), Adelynn Spoon, Hazel (voice)",Luck, Released, English,147000000.0,721203091.4,AU
Bullet Train,08/04/2022 ,75.0,"Action, Comedy, Thriller","Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.","Brad Pitt, Ladybug, Joey King, Prince, Aaron Taylor-Johnson, Tangerine, Brian Tyree Henry, Lemon, Andrew Koji, Kimura, Hiroyuki Sanada, The Elder, Michael Shannon, White Death, Bad Bunny, The Wolf, Sandra Bullock, Maria",Bullet Train, Released, English,85900000.0,238534963.0,AU
Night at the Museum: Kahmunrah Rises Again,12/09/2022 ,69.0,"Animation, Comedy, Family, Fantasy","Nick Daley is following in his father's footsteps as night watchman at the American Museum of Natural History, so he knows what happens when the sun goes down. But when the maniacal ruler Kahmunrah escapes, it is up to Nick to save the museum once and for all.","Joshua Bassett, Nick Daley (voice), Thomas Lennon, Teddy (voice), Joseph Kamal, Kahmunrah (voice), Akmal Saleh, Seth (voice), Steve Zahn, Jedediah (voice), Jack Whitehall, Octavius (voice), Kieran Sequoia, Sacajawea (voice), Alice Isaaz, Joan of Arc (voice), Jamie Demetriou, Dr. McPhee (voice)",Night at the Museum: Kahmunrah Rises Again, Released, English,124400000.0,508761361.2,US
Blade of the 47 Ronin,10/25/2022 ,67.0,"Action, Drama, Fantasy, Thriller","In this sequel to ""47 Ronin,"" a new class of warriors emerges among the Samurai clans to keep a sought-after sword from falling into the wrong hands.","Anna Akana, Luna, Mark Dacascos, Shinshiro, Teresa Ting, Onami, Dustin Nguyen, Nikko, Dan Southworth, Yurei, Yoshi Sudarso, Sun, Akira Koieyama, Ikeda, Niino Furuhata, Dash, Luna Fujimoto, Mai",Blade of the 47 Ronin, Released, English,131000000.0,431341845.4,AU
Sing 2,12/26/2021 ,80.0,"Animation, Family","Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.","Matthew McConaughey, Buster Moon (voice), Reese Witherspoon, Rosita (voice), Scarlett Johansson, Ash (voice), Taron Egerton, Johnny (voice), Bobby Cannavale, Mr. Crystal (voice), Tori Kelly, Meena (voice), Nick Kroll, Gunter (voice), Halsey, Porsha Crystal (voice), Spike Jonze, Jerry (voice) (uncredited)",Sing 2, Released, English,85000000.0,404655351.0,AU
Shark Bait,06/06/2022 ,59.0,"Horror, Thriller, Action, Adventure","A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.","Holly Earl, Nat, Maxime Durand, Street Cleaner, Catherine Hannay, Milly, Jack Trueman, Tom, Joshua Takacs, Spring Breaker, Manuel Cauchi, The Beggar, Malachi Pullar-Latchman, Tyler, Thomas Michael Flynn, Greg",Shark Bait, Released, English,106000000.0,591557010.2,GB
Shrek,06/21/2001 ,77.0,"Animation, Comedy, Fantasy, Adventure, Family","It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.","Mike Myers, Shrek (voice), Eddie Murphy, Donkey (voice), Cameron Diaz, Princess Fiona (voice), John Lithgow, Lord Farquaad (voice), Vincent Cassel, Monsieur Hood (voice), Peter Dennis, Ogre Hunter (voice), Clive Pearse, Ogre Hunter (voice), Jim Cummings, Captain of Guards (voice), Bobby Block, Baby Bear (voice)",Shrek, Released, English,50000000.0,491812794.0,AU
Orgasm Inc: The Story of OneTaste,11/05/2022 ,64.0,Documentary,"A sexual wellness company gains fame and followers, then members come forward with shocking allegations.",,Orgasm Inc: The Story of OneTaste, Released, English,77400000.0,431611098.0,US
In His Shadow,03/17/2023 ,62.0,"Drama, Thriller, Crime","After the death of their father, two half-brothers find themselves on opposite sides of an escalating conflict with tragic consequences.","Kaaris, Ibrahim, Alassane Diong, Adama, Assa Sylla, Aïssata, Issaka Sawadogo, Ousmane, Hassam Ghancy, Chérif, Jonas Dinal, Oumar, Dreyfus Gbadjale, Kangourang, Fahmi Guerbaa, Kamel, Samuel Jouy, Eddy", Le Roi des Ombres, Released, French,133000000.0,407446362.4,FR
Savage Salvation,12/02/2022 ,66.0,Thriller,"Newly engaged Shelby John and Ruby Red want a fresh start after their struggles with addiction, but when Shelby discovers his beloved Ruby dead on their porch, he embarks on a vengeful killing spree of the dealers who supplied her. Armed with nothing but adrenaline and a nail gun, Shelby begins to unleash chaos on the town’s criminal underbelly, as he hunt’s down crime lord Coyote. Sheriff Church must race against the clock to put an end to Shelby's vigilante justice before the entire town descends into a bloodbath.","Jack Huston, Shelby John, Robert De Niro, Sheriff Church, John Malkovich, Peter, Willa Fitzgerald, Ruby Red, Quavo, Coyote, Meadow Williams, Detective Zeppelin, Swen Temmel, Elvis Kincaid, Noel Gugliemi, , Jonny Orsini, Skeeter",Savage Salvation, Released, English,85645.0,244880855.2,US
Sisu,01/27/2023 ,74.0,"War, Action","Deep in the wilderness of Lapland, Aatami Korpi is searching for gold. From time to time, the overflight of bombers and the distant sounds of war can be heard in the autumn night. Finally, the hard work is rewarded and the gold dust in the pan grows into gold chunks, and Aatami sets out to take his gold treasure to the nearest city. After he stumbles upon Nazi patrol led by SS Obersturmführer Bruno Helldorf, a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.","Jorma Tommila, Aatami Korpi, Aksel Hennie, Bruno Helldorf, Jack Doolan, Wolf, Onni Tommila, Schütze, Mimosa Willamo, Aino, Tatu Sinisalo, SS soldier 1, Wilhelm Enckell, SS soldier 3, Vincent Willestrand, SS soldier 4, Arttu Kapulainen, Rower",Sisu, Released, Finnish,6200000.0,58748957.6,FI
"Tango, Tequila and Some Lies",03/09/2023 ,77.0,"Comedy, Romance","Lu has a perfect life. Or so she pretends to have. She meets the handsome, short-tempered Argentinian, Diego, who is on a visit to Mexico, and she is confident to get him head over heels in love with her. In order to win a wager with her friends, her life will take a turn when she does the impossible to win him over, including taking a trip to Argentina to look for him.","Cassandra Sánchez Navarro, Lu, David Chocarro, Diego, Soledad Silveyra, Martina, Emilio Guerrero, Tona, Ximena Sariñana, Fer, Pilar Santacruz, Tatiana, Paulina Patterson, Eugenia, Karina Díaz, Encargada de Aerolínea, Anahí Allue, Bertha"," Tangos, tequilas, y algunas mentiras", Released," Spanish, Castilian",105800000.0,667037174.8,MX
Hotel Transylvania: Transformania,01/14/2022 ,71.0,"Animation, Comedy, Family, Fantasy, Adventure","When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.","Selena Gomez, Mavis Dracula (voice), Andy Samberg, Johnny Loughran (voice), Kathryn Hahn, Ericka Van Helsing (voice), Jim Gaffigan, Van Helsing (voice), Steve Buscemi, Wayne (voice), Molly Shannon, Wanda (voice), David Spade, Griffin (voice), Keegan-Michael Key, Murray (voice), Brian Hull, Dracula (voice)",Hotel Transylvania: Transformania, Released, English,116000000.0,557205138.2,AU
Operation Fortune: Ruse de Guerre,01/12/2023 ,67.0,"Action, Thriller, Comedy",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,"Jason Statham, Orson Fortune, Aubrey Plaza, Sarah Fidel, Josh Hartnett, Danny Franscesco, Hugh Grant, Greg Simmonds, Cary Elwes, Nathan Jasmine, Bugzy Malone, JJ Davies, Peter Ferdinando, Mike, Eddie Marsan, Norman, Lourdes Faberes, Emilia",Operation Fortune: Ruse de Guerre, Released, English,50000000.0,35800000.0,AU
Kids vs. Aliens,01/20/2023 ,60.0,"Science Fiction, Horror, Adventure, Action","All Gary wants is to make awesome home movies with his best buds. All his older sister Samantha wants is to hang with the cool kids. When their parents head out of town one Halloween weekend, an all-time rager of a teen house party turns to terror when aliens attack, forcing the siblings to band together to survive the night.","Dominic Mariche, Gary, Phoebe Rex, Samantha, Calem MacDonald, Billy, Asher Grayson, Jack, Ben Tector, Miles, Emma Vickers, Trish, Isaiah Fortune, Dallas, Jonathan Torrens, Dad, Caleb Allred, Alien",Kids vs. Aliens, Released, English,143200000.0,514828593.6,US
Everything Everywhere All at Once,04/14/2022 ,79.0,"Action, Adventure, Science Fiction","An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.","Michelle Yeoh, Evelyn Wang, Stephanie Hsu, Joy Wang / Jobu Tupaki, Ke Huy Quan, Waymond Wang, James Hong, Gong Gong, Jamie Lee Curtis, Deirdre Beaubeirdre, Tallie Medel, Becky Sregor, Jenny Slate, Debbie the Dog Mom, Harry Shum Jr., Chad, Biff Wiff, Rick",Everything Everywhere All at Once, Released, English,25000000.0,114900000.0,AU
Glass Onion: A Knives Out Mystery,11/23/2022 ,71.0,"Comedy, Crime, Mystery",World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,"Daniel Craig, Benoit Blanc, Edward Norton, Miles Bron, Janelle Monáe, Helen / Andi Brand, Kathryn Hahn, Claire Debella, Leslie Odom Jr., Lionel Toussaint, Kate Hudson, Birdie Jay, Dave Bautista, Duke Cody, Jessica Henwick, Peg, Madelyn Cline, Whiskey",Glass Onion: A Knives Out Mystery, Released, English,40000000.0,13280000.0,AU
Suro,12/02/2022 ,73.0,"Thriller, Drama","Elena and Ivan are getting ready to enter into a new phase in their life. They are leaving the metropolis of Barcelona to settle in the Catalan countryside, where they are taking over a cork oak plantation. Not only will the business pay for their living, but they also want to exploit the plantation equitably and sustainably. But despite their ideals, Elena and Ivan soon find themselves in a crisis which will endanger not only their project, but also their relationship.","Pol López, Iván, Vicky Luengo, Elena, Ilyass El Ouahdani, , Josep Estragués, Enric, David Parcet, Maurici, Vicente Botella, Chema, Josep Maria Gómez, Manel, Irina Moradell, Filla Helena i Ivan",Suro, Released," Catalan, Valencian",80000000.0,522029092.4,ES
The Lair,08/25/2022 ,59.0,"Horror, Action","Royal Air Force pilot Lt. Kate Sinclair is on her final flight mission when her jet is shot down over one of the most dangerous rebel strongholds in Afghanistan. She finds refuge in an abandoned underground bunker where deadly man-made creatures known as Ravagers — half-human, half-alien, and hungry for human flesh — are awakened.","Charlotte Kirk, Capt. Kate Sinclair, Jonathan Howard, Sgt. Tom Hook, Jamie Bamber, Major Roy Finch, Mark Strepan, Corp. Kip Wilks, Hadi Khanjanpour, Kabir, Leon Ockenden, Sgt. Oswald Jones, Cesare Taurasi, Trooper Vince Hughes, Adam Bond, Pvt. Eddie Serano, Neil Marshall, Spearhead Operator",The Lair, Released, English,118200000.0,307351568.6,GB
My Hero Academia: World Heroes' Mission,10/28/2021 ,76.0,"Animation, Action, Adventure, Science Fiction","A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It’s up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.","Daiki Yamashita, Izuku Midoriya (voice), Nobuhiko Okamoto, Katsuki Bakugo (voice), Yuki Kaji, Shoto Todoroki (voice), Ryo Yoshizawa, Rody Soul (voice), Kazuya Nakai, Flect Turn (voice), Megumi Hayashibara, Pino (voice), Kenta Miyake, All Might (voice), Tetsu Inada, Endeavor (voice), Yuichi Nakamura, Hawks (voice)", 僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション, Released, Japanese,27164600.0,38410729.0,AU
